location,size,total_sqft,bath,price,bhk,price_per_sqft
Banashankari 2 nd Stage,3 BHK,2.0,2.0,77.25,3,3862500.0
Whitefield,2 BHK,2.0,2.0,84.0,2,4200000.0
Choodasandra,3 BHK,2.0,3.0,56.0,3,2800000.0
Banashankari Stage VI,4 Bedroom,2.0,3.0,97.0,4,4850000.0
JP Nagar,3 BHK,2.0,2.0,85.0,3,4250000.0
Shivaji Nagar,2 BHK,2.0,2.0,49.5,2,2475000.0
Hosakerehalli,3 BHK,2.0,3.0,64.62,3,3231000.0
Gottigere,4 Bedroom,2.0,3.0,132.0,4,6600000.0
Sarjapur  Road,4 BHK,2.0,4.0,242.0,4,12100000.0
Electronic City,2 BHK,2.0,2.0,35.0,2,1750000.0
Yelahanka,4 BHK,2.0,6.0,350.0,4,17500000.0
Vajarahalli,3 BHK,2.0,2.0,70.0,3,3500000.0
Ramagondanahalli,3 BHK,2.0,3.0,114.0,3,5700000.0
Thigalarapalya,3 BHK,2.0,4.0,154.0,3,7700000.0
Jalahalli,2 BHK,2.0,2.0,125.0,2,6250000.0
Malleshwaram,3 BHK,2.0,4.0,337.0,3,16850000.0
Cambridge Layout,3 BHK,2.0,3.0,298.0,3,14900000.0
Nagappa Reddy Layout,3 BHK,2.0,3.0,79.5,3,3975000.0
Horamavu Agara,3 BHK,2.0,3.0,89.0,3,4450000.0
Haralur Road,2 BHK,2.0,2.0,46.0,2,2300000.0
Electronic City,2 BHK,2.0,2.0,40.5,2,2025000.0
Gottigere,3 BHK,2.0,3.0,72.0,3,3600000.0
Rajiv Gandhi Nagar,2 BHK,2.0,2.0,80.0,2,4000000.0
Hoskote,2 BHK,2.0,2.0,28.5,2,1425000.0
Kudlu Gate,2 BHK,2.0,2.0,69.57,2,3478499.9999999995
Sarjapur  Road,3 BHK,2.0,2.0,65.0,3,3250000.0
Malleshwaram,3 BHK,2.0,3.0,275.0,3,13750000.0
Marathahalli,1 BHK,2.0,2.0,75.0,1,3750000.0
MLA Layout,2 BHK,2.0,2.0,36.0,2,1800000.0
Subramanyapura,3 BHK,2.0,2.0,75.0,3,3750000.0
Banashankari Stage II,5 BHK,2.0,3.0,425.0,5,21250000.0
Dodda Banaswadi,3 BHK,2.0,3.0,56.0,3,2800000.0
KR Puram,6 Bedroom,2.0,6.0,132.0,6,6600000.0
Esther Enclave Layout,2 Bedroom,2.0,2.0,66.0,2,3300000.0
Whitefield,3 BHK,2.0,3.0,73.0,3,3650000.0
HSR Layout,2 BHK,2.0,2.0,46.0,2,2300000.0
Dodda Nekkundi Extension,3 BHK,2.0,3.0,115.0,3,5750000.0
Sarjapur,3 BHK,2.0,3.0,55.0,3,2750000.0
Attibele,3 Bedroom,2.0,3.0,105.0,3,5250000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,45.0,2,2250000.0
Sarjapur  Road,3 BHK,2.0,3.0,100.0,3,5000000.0
KR Garden,2 Bedroom,2.0,2.0,135.0,2,6750000.0
Electronic City Phase II,3 BHK,2.0,3.0,35.25,3,1762500.0
Kengeri,1 BHK,2.0,1.0,35.0,1,1750000.0
Whitefield,2 BHK,2.0,2.0,39.0,2,1950000.0
Dodda Nekkundi Extension,3 BHK,2.0,2.0,89.5,3,4475000.0
Vittasandra,3 BHK,2.0,3.0,85.0,3,4250000.0
Annapurneshwari Nagar,4 Bedroom,2.0,4.0,150.0,4,7500000.0
Abbigere,2 BHK,2.0,1.0,32.6,2,1630000.0
Raghavendra Nagar,5 Bedroom,2.0,5.0,95.0,5,4750000.0
TC Palaya,5 Bedroom,2.0,5.0,97.0,5,4850000.0
Kalyan nagar,3 BHK,2.0,4.0,165.0,3,8250000.0
Haralur Road,2 BHK,2.0,2.0,46.0,2,2300000.0
Kammagondahalli,2 BHK,2.0,2.0,51.5,2,2575000.0
Nanjappa Layout Vidyaranyapura,5 BHK,2.0,4.0,115.0,5,5750000.0
Hennur,3 BHK,2.0,2.0,69.0,3,3450000.0
D Group Employees Layout,5 Bedroom,2.0,5.0,240.0,5,12000000.0
Electronic City,3 BHK,2.0,2.0,58.0,3,2900000.0
Sarjapur  Road,2 BHK,2.0,2.0,60.55,2,3027500.0
Alfa Garden Layout,2 BHK,2.0,2.0,38.0,2,1900000.0
Uttarahalli,3 BHK,2.0,3.0,76.0,3,3800000.0
Banagiri Nagar,3 BHK,2.0,2.0,91.48,3,4574000.0
Kanakpura Road,3 BHK,2.0,3.0,85.0,3,4250000.0
Ananth Nagar,2 BHK,2.0,2.0,25.0,2,1250000.0
Koramangala,3 BHK,2.0,2.0,115.0,3,5750000.0
TC Palaya,3 Bedroom,2.0,2.0,66.0,3,3300000.0
Austin Town,2 BHK,2.0,2.0,60.0,2,3000000.0
Bisuvanahalli,3 BHK,2.0,2.0,44.0,3,2200000.0
Panathur,2 BHK,2.0,2.0,77.93,2,3896500.0000000005
Rammana Layout,3 BHK,2.0,3.0,100.0,3,5000000.0
Akshaya Nagar,2 BHK,2.0,2.0,68.0,2,3400000.0
Jakkur,2 BHK,2.0,2.0,80.04,2,4002000.0000000005
Remco Bhel Layout,2 BHK,2.0,2.0,56.0,2,2800000.0
A Narayanapura,1 Bedroom,2.0,2.0,85.0,1,4250000.0
Kaggadasapura,2 BHK,2.0,2.0,79.0,2,3950000.0
Frazer Town,5 Bedroom,2.0,4.0,462.0,5,23100000.0
1st Phase JP Nagar,2 BHK,2.0,2.0,85.0,2,4250000.0
Yelahanka,2 BHK,2.0,2.0,27.0,2,1350000.0
Marasandra,4 Bedroom,2.0,5.0,300.0,4,15000000.0
Rajaji Nagar,2 BHK,2.0,2.0,98.0,2,4900000.0
Hebbal,2 BHK,2.0,2.0,99.39,2,4969500.0
Bellandur,3 BHK,2.0,3.0,135.0,3,6750000.0
Benson Town,2 Bedroom,2.0,2.0,270.0,2,13500000.0
Yeshwanthpur,2 BHK,2.0,2.0,64.08,2,3204000.0
Ananth Nagar,2 BHK,2.0,2.0,25.0,2,1250000.0
Kannamangala,4 BHK,2.0,4.0,135.0,4,6750000.0
Rachenahalli,2 BHK,2.0,2.0,52.5,2,2625000.0
Rajapura,2 BHK,2.0,2.0,50.0,2,2500000.0
Kundalahalli,2 BHK,2.0,2.0,58.0,2,2900000.0
Banashankari Stage II,3 Bedroom,2.0,3.0,450.0,3,22500000.0
Jigani,2 BHK,2.0,2.0,39.0,2,1950000.0
Konanakunte,9 Bedroom,2.0,6.0,150.0,9,7500000.0
Jalahalli,1 Bedroom,2.0,1.0,37.0,1,1850000.0
8th Phase JP Nagar,2 BHK,2.0,2.0,59.0,2,2950000.0
Marathahalli,3 BHK,2.0,3.0,135.0,3,6750000.0
Subramanyapura,2 BHK,2.0,2.0,45.0,2,2250000.0
Ramagondanahalli,3 BHK,2.0,3.0,150.0,3,7500000.0
Bagalakunte,2 Bedroom,2.0,4.0,138.0,2,6900000.0
RPC layout,2 BHK,2.0,2.0,68.0,2,3400000.0
Jalahalli,1 BHK,2.0,1.0,46.0,1,2300000.0
Sarjapur  Road,2 BHK,2.0,2.0,85.0,2,4250000.0
Sultan Palaya,4 Bedroom,2.0,5.0,325.0,4,16250000.0
Cunningham Road,3 BHK,2.0,3.0,501.0,3,25050000.0
Vijaya Bank Layout,6 Bedroom,2.0,6.0,460.0,6,23000000.0
Hegde Nagar,3 BHK,2.0,3.0,130.0,3,6500000.0
7th Phase JP Nagar,3 BHK,2.0,3.0,112.0,3,5600000.0
Hulimavu,2 Bedroom,2.0,2.0,90.0,2,4500000.0
Sarjapur  Road,3 BHK,2.0,2.0,72.0,3,3600000.0
Akshaya Nagar,2 BHK,2.0,2.0,51.0,2,2550000.0
Hulimavu,2 BHK,1315.0,2.0,60.48,2,4599.239543726236
Phase 1 Kammasandra,2 BHK,2.0,2.0,28.18,2,1409000.0
Banashankari,3 BHK,2.0,3.0,175.0,3,8750000.0
Jalahalli East,2 BHK,2.0,2.0,52.0,2,2600000.0
Electronic City,1 BHK,2.0,1.0,46.0,1,2300000.0
Anekal,2 Bedroom,2.0,2.0,36.1,2,1805000.0
Kaval Byrasandra,2 BHK,2.0,2.0,60.0,2,3000000.0
Hennur Road,2 BHK,2.0,2.0,59.0,2,2950000.0
Whitefield,2 BHK,2.0,2.0,58.0,2,2900000.0
Hegde Nagar,3 BHK,2.0,4.0,118.0,3,5900000.0
Sarjapura - Attibele Road,2 BHK,2.0,2.0,37.0,2,1850000.0
Kathriguppe,3 BHK,2.0,3.0,77.99,3,3899499.9999999995
Amblipura,4 BHK,2.0,4.0,250.0,4,12500000.0
Harlur,3 BHK,2.0,3.0,85.0,3,4250000.0
Uttarahalli,3 BHK,2.0,3.0,68.0,3,3400000.0
Kodichikkanahalli,3 BHK,2.0,2.0,53.0,3,2650000.0
Dommasandra,2 BHK,2.0,1.0,19.9,2,994999.9999999999
Hoodi,3 BHK,2.0,3.0,70.0,3,3500000.0
Hennur Gardens,3 BHK,2.0,2.0,115.0,3,5750000.0
Marsur,3 BHK,2.0,2.0,29.0,3,1450000.0
Electronic City,3 BHK,2.0,2.0,40.45,3,2022500.0000000002
Electronic City Phase II,3 BHK,2.0,2.0,48.75,3,2437500.0
Electronic City,2 BHK,2.0,2.0,30.76,2,1538000.0
Kumaraswami Layout,6 Bedroom,2.0,4.0,70.0,6,3500000.0
HMT Layout,3 BHK,2.0,3.0,90.0,3,4500000.0
CV Raman Nagar,2 BHK,2.0,2.0,50.0,2,2500000.0
Haralur Road,3 BHK,2.0,3.0,110.0,3,5500000.0
Volagerekallahalli,2 BHK,2.0,2.0,47.0,2,2350000.0
Volagerekallahalli,2 BHK,2.0,2.0,33.43,2,1671500.0
Kodathi,2 BHK,2.0,2.0,52.0,2,2600000.0
Amruthahalli,2 BHK,2.0,2.0,75.0,2,3750000.0
Kalena Agrahara,2 BHK,2.0,2.0,35.0,2,1750000.0
8th Phase JP Nagar,2 BHK,2.0,2.0,44.0,2,2200000.0
Thanisandra,2 BHK,2.0,2.0,71.0,2,3550000.0
Mico Layout,2 BHK,2.0,2.0,53.5,2,2675000.0
Thigalarapalya,4 BHK,2.0,4.0,325.0,4,16250000.0
Sarjapur  Road,2 BHK,2.0,2.0,62.0,2,3100000.0
Whitefield,2 BHK,2.0,2.0,40.21,2,2010500.0
Anekal,3 Bedroom,2.0,3.0,120.0,3,6000000.0
Yeshwanthpur Industrial Suburb,2 BHK,2.0,2.0,120.0,2,6000000.0
"Electronic city Phase 1, ",3 BHK,2.0,3.0,58.0,3,2900000.0
Raja Rajeshwari Nagara,3 BHK,2.0,3.0,81.0,3,4050000.0
Chennappa Layout,2 BHK,2.0,2.0,45.0,2,2250000.0
Kanakpura Road,3 BHK,2.0,3.0,55.6,3,2780000.0
Domlur,2 BHK,2.0,2.0,95.0,2,4750000.0
Yelahanka,3 BHK,2.0,4.0,85.0,3,4250000.0
Electronic City Phase II,2 BHK,2.0,2.0,40.0,2,2000000.0
5th Block Jayanagar,4 Bedroom,2.0,4.0,2340.0,4,117000000.0
Brookefield,4 Bedroom,2.0,5.0,160.0,4,8000000.0
Electronic City,1 BHK,2.0,1.0,33.7,1,1685000.0000000002
Kothanur,8 Bedroom,2.0,5.0,80.0,8,4000000.0
Shingapura,3 BHK,2.0,2.0,60.0,3,3000000.0
Ramamurthy Nagar,4 Bedroom,2.0,4.0,185.0,4,9250000.0
Doddaballapur,3 Bedroom,2.0,3.0,142.0,3,7100000.0
Kanakpura Road,3 BHK,2.0,3.0,92.69,3,4634500.0
Bannerghatta Road,3 BHK,2.0,3.0,125.0,3,6250000.0
Nagarbhavi,5 Bedroom,2.0,4.0,240.0,5,12000000.0
CV Raman Nagar,2 BHK,2.0,2.0,95.0,2,4750000.0
Haralur Road,2 BHK,2.0,2.0,77.0,2,3850000.0
Sarjapur  Road,4 BHK,2.0,3.0,235.0,4,11750000.0
Green Glen Layout,3 BHK,2.0,3.0,120.0,3,6000000.0
Subramanyapura,3 BHK,2.0,2.0,80.0,3,4000000.0
Sarjapur  Road,1 BHK,2.0,1.0,31.1,1,1555000.0
BTM 2nd Stage,4 Bedroom,2.0,3.0,400.0,4,20000000.0
Haralur Road,2 BHK,2.0,2.0,78.0,2,3900000.0
Hebbal,3 BHK,2.0,3.0,96.0,3,4800000.0
9th Phase JP Nagar,3 BHK,2.0,3.0,65.0,3,3250000.0
Hebbal Kempapura,5 Bedroom,2.0,5.0,220.0,5,11000000.0
Garudachar Palya,2 BHK,2.0,2.0,48.66,2,2433000.0
Hennur,2 BHK,2.0,2.0,58.0,2,2900000.0
Govindapura,4 Bedroom,2.0,4.0,65.0,4,3250000.0
Lal Bahadur Shastri Nagar,3 Bedroom,2.0,2.0,185.0,3,9250000.0
Bannerghatta Road,3 BHK,2.0,2.0,81.0,3,4050000.0
Gollahalli,2 BHK,2.0,2.0,45.51,2,2275500.0
OMBR Layout,3 BHK,2.0,3.0,75.0,3,3750000.0
Ardendale,3 BHK,2.0,3.0,89.0,3,4450000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,55.78,2,2789000.0
Kodichikkanahalli,2 BHK,2.0,2.0,59.0,2,2950000.0
Whitefield,3 BHK,2.0,2.0,70.0,3,3500000.0
Yelahanka,3 BHK,2.0,3.0,108.0,3,5400000.0
Banjara Layout,3 Bedroom,2.0,3.0,60.0,3,3000000.0
Nagawara Junction,2 BHK,2.0,2.0,38.0,2,1900000.0
Electronic City,2 BHK,2.0,2.0,29.61,2,1480500.0
Haralur Road,2 BHK,2.0,2.0,67.48,2,3374000.0
Balagere,1 BHK,2.0,1.0,34.77,1,1738500.0000000002
Sarjapur  Road,2 BHK,2.0,2.0,45.0,2,2250000.0
Thirupalya,2 BHK,2.0,2.0,65.0,2,3250000.0
Marathahalli,2 BHK,2.0,2.0,52.0,2,2600000.0
JP Nagar,2 BHK,2.0,2.0,60.0,2,3000000.0
Kundalahalli,4 Bedroom,2.0,4.0,230.0,4,11500000.0
Hegde Nagar,3 BHK,2.0,4.0,122.0,3,6100000.0
New Thippasandra,2 BHK,2.0,2.0,70.0,2,3500000.0
Kumaraswami Layout,3 BHK,2.0,2.0,70.0,3,3500000.0
Jalahalli,1 BHK,612.5,1.0,27.565,1,4500.408163265306
Kanakpura Road,2 BHK,2.0,2.0,70.0,2,3500000.0
Kothanur,2 BHK,2.0,2.0,57.0,2,2850000.0
5th Block Hbr Layout,2 BHK,2.0,2.0,48.0,2,2400000.0
Lakshminarayana Pura,3 BHK,2.0,3.0,150.0,3,7500000.0
Hosur Road,3 BHK,2.0,3.0,103.0,3,5150000.0
Chikkalasandra,2 BHK,2.0,2.0,47.42,2,2371000.0
KR Puram,2 BHK,2.0,2.0,75.0,2,3750000.0
Venugopal Reddy Layout,2 BHK,2.0,2.0,69.0,2,3450000.0
Vishveshwarya Layout,6 Bedroom,2.0,6.0,230.0,6,11500000.0
Sarjapur  Road,4 Bedroom,2.0,5.0,176.0,4,8800000.0
Hebbal,3 BHK,2.0,5.0,320.0,3,16000000.0
JP Nagar,2 BHK,2.0,2.0,39.98,2,1998999.9999999998
Yelahanka,3 BHK,2.0,3.0,92.0,3,4600000.0
7th Phase JP Nagar,3 BHK,2.0,2.0,76.0,3,3800000.0
Raja Rajeshwari Nagar,8 Bedroom,2.0,7.0,225.0,8,11250000.0
Yelahanka,5 Bedroom,2.0,3.0,120.0,5,6000000.0
Sarjapur  Road,2 BHK,2.0,2.0,55.0,2,2750000.0
Bellandur,2 BHK,2.0,2.0,51.0,2,2550000.0
Amruthahalli,3 BHK,2.0,4.0,175.0,3,8750000.0
Varthur Road,2 BHK,2.0,2.0,25.4,2,1270000.0
Badavala Nagar,3 BHK,2.0,3.0,115.0,3,5750000.0
Govindaraja Nagar Ward,5 Bedroom,2.0,5.0,370.0,5,18500000.0
Jakkur,2 BHK,2.0,2.0,72.0,2,3600000.0
Kalena Agrahara,2 BHK,2.0,2.0,40.0,2,2000000.0
Gidada Konnenahalli,4 Bedroom,2.0,4.0,240.0,4,12000000.0
Chandapura,3 BHK,2.0,2.0,30.35,3,1517500.0
Magadi Road,3 BHK,2.0,2.0,68.0,3,3400000.0
Kanakpura Road,2 BHK,2.0,2.0,105.0,2,5250000.0
Jayanagar,3 BHK,2.0,2.0,182.0,3,9100000.0
Kammasandra,3 BHK,2.0,2.0,31.9,3,1595000.0
Shikaripalya,3 BHK,2.0,2.0,67.0,3,3350000.0
Sarjapur  Road,3 BHK,2.0,3.0,145.0,3,7250000.0
frazertown,3 BHK,2.0,3.0,325.0,3,16250000.0
Yelahanka,3 BHK,2.0,3.0,109.0,3,5450000.0
M V Extenstion,5 BHK,2.0,5.0,135.0,5,6750000.0
Old Madras Road,2 BHK,2.0,2.0,32.0,2,1600000.0
Cox Town,2 BHK,2.0,2.0,58.0,2,2900000.0
Singasandra,3 BHK,2.0,3.0,75.0,3,3750000.0
Uttarahalli,2 BHK,2.0,2.0,50.0,2,2500000.0
Ananth Nagar,2 BHK,2.0,2.0,25.99,2,1299500.0
Electronic City,3 BHK,2.0,2.0,42.0,3,2100000.0
Raja Rajeshwari Nagar,2 BHK,2.0,2.0,48.1,2,2405000.0
Talaghattapura,2 BHK,2.0,2.0,62.0,2,3100000.0
Bellandur,3 BHK,2.0,2.0,63.0,3,3150000.0
Malleshwaram,3 BHK,2.0,3.0,330.0,3,16500000.0
Attibele,2 BHK,2.0,2.0,24.9,2,1245000.0
Anjanapura,2 BHK,2.0,2.0,30.13,2,1506500.0
Off Bannergatta road,4 BHK,2.0,4.0,115.0,4,5750000.0
Kasavanhalli,3 BHK,2.0,3.0,112.0,3,5600000.0
Hebbal,2 BHK,2.0,2.0,45.0,2,2250000.0
Panathur,2 BHK,2.0,2.0,80.0,2,4000000.0
Murugeshpalya,3 BHK,2.0,2.0,65.0,3,3250000.0
Thanisandra,3 BHK,2.0,3.0,93.25,3,4662500.0
Rayasandra,5 BHK,2.0,5.0,145.0,5,7250000.0
Jalahalli,3 BHK,2.0,3.0,138.0,3,6900000.0
Sahakara Nagar,4 Bedroom,2.0,4.0,190.0,4,9500000.0
Nagarbhavi,3 Bedroom,2.0,3.0,226.0,3,11300000.0
Doddathoguru,3 BHK,2.0,3.0,45.0,3,2250000.0
Yeshwanthpur,5 Bedroom,2.0,5.0,300.0,5,15000000.0
Haralur Road,2 BHK,2.0,2.0,69.84,2,3492000.0
Hebbal,2 BHK,2.0,2.0,69.0,2,3450000.0
Thanisandra,3 BHK,2.0,2.0,65.0,3,3250000.0
Konanakunte Cross,2 BHK,2.0,2.0,35.0,2,1750000.0
Electronic City Phase II,2 BHK,2.0,2.0,33.51,2,1675500.0
Channasandra,3 Bedroom,2.0,3.0,61.95,3,3097500.0
Vaderahalli,3 BHK,2.0,3.0,85.0,3,4250000.0
Whitefield,2 BHK,2.0,2.0,41.0,2,2050000.0
Sarjapur  Road,3 BHK,2.0,4.0,182.0,3,9100000.0
Budigere,2 BHK,2.0,2.0,58.0,2,2900000.0
Manorayana Palya,2 Bedroom,2.0,2.0,145.0,2,7250000.0
Hiremath Layout,4 Bedroom,2.0,3.0,135.0,4,6750000.0
Hosa Road,2 BHK,2.0,2.0,65.0,2,3250000.0
Sarjapur  Road,2 BHK,2.0,2.0,25.0,2,1250000.0
Channasandra,3 BHK,2.0,3.0,60.0,3,3000000.0
Banashankari Stage VI,3 BHK,2.0,2.0,71.73,3,3586500.0
Kaggadasapura,2 BHK,2.0,2.0,40.0,2,2000000.0
Kereguddadahalli,2 BHK,2.0,2.0,27.6,2,1380000.0
Cunningham Road,4 Bedroom,2.0,6.0,1800.0,4,90000000.0
Tirumanahalli,2 BHK,2.0,2.0,56.7,2,2835000.0
Sarjapur  Road,3 BHK,2.0,2.0,65.0,3,3250000.0
Babusapalaya,2 BHK,2.0,2.0,38.95,2,1947500.0000000002
Hoskote near,2 Bedroom,2.0,2.0,29.5,2,1475000.0
Electronic City Phase II,3 BHK,2.0,2.0,40.45,3,2022500.0000000002
Domlur,3 BHK,2.0,3.0,145.0,3,7250000.0
Electronic City,2 BHK,2.0,1.0,16.5,2,825000.0
Kengeri,2 BHK,2.0,1.0,18.0,2,900000.0
Indira Nagar,2 BHK,2.0,2.0,120.0,2,6000000.0
ITPL,2 BHK,907.0,2.0,55.43,2,6111.35611907387
Hennur Road,3 BHK,2.0,3.0,67.55,3,3377500.0
"Haralur Road, ",4 BHK,2.0,4.0,189.0,4,9450000.0
Bellandur,2 BHK,2.0,2.0,63.0,2,3150000.0
Hennur Road,3 BHK,2.0,3.0,129.0,3,6450000.0
Balagere,2 BHK,2.0,2.0,73.87,2,3693500.0
Yeshwanthpur,2 BHK,2.0,2.0,64.08,2,3204000.0
Mahaganapathy Nagar,2 BHK,2.0,2.0,73.0,2,3650000.0
Green View Layout,2 BHK,2.0,2.0,42.0,2,2100000.0
Udayapur Village,2 BHK,2.0,2.0,53.11,2,2655500.0
Hennur,2 BHK,2.0,2.0,62.0,2,3100000.0
Panathur,2 BHK,2.0,2.0,45.0,2,2250000.0
NRI Layout,3 BHK,2.0,3.0,75.0,3,3750000.0
Hulimavu,2 BHK,2.0,2.0,76.0,2,3800000.0
Ananth Nagar,2 BHK,2.0,2.0,26.85,2,1342500.0
Kalena Agrahara,2 BHK,2.0,2.0,48.0,2,2400000.0
Hennur Road,3 BHK,2.0,3.0,134.0,3,6700000.0
Yelachenahalli,2 BHK,2.0,2.0,55.0,2,2750000.0
Adugodi,2 BHK,2.0,2.0,65.0,2,3250000.0
Sarjapur  Road,2 BHK,2.0,2.0,36.0,2,1800000.0
Sarjapur,2 BHK,2.0,2.0,33.0,2,1650000.0
Yeshwanthpur,3 BHK,2.0,3.0,85.0,3,4250000.0
Chikkathoguru,3 Bedroom,2.0,3.0,75.0,3,3750000.0
Sonnenahalli,3 BHK,2.0,2.0,75.0,3,3750000.0
Thippasandra,1 BHK,2.0,1.0,30.0,1,1500000.0
Harlur,3 BHK,2.0,3.0,115.0,3,5750000.0
Hoskote,2 BHK,2.0,2.0,35.0,2,1750000.0
8th Phase JP Nagar,1 BHK,2.0,1.0,33.0,1,1650000.0
Harlur,4 BHK,2820.0,4.0,153.5,4,5443.262411347518
Bommenahalli,4 Bedroom,2.0,3.0,140.0,4,7000000.0
Rachenahalli,2 BHK,2.0,2.0,37.5,2,1875000.0
Domlur,2 BHK,2.0,2.0,80.0,2,4000000.0
Thanisandra,2 BHK,2.0,2.0,51.0,2,2550000.0
Lakshminarayana Pura,2 BHK,2.0,2.0,75.0,2,3750000.0
ISRO Layout,3 BHK,2.0,2.0,87.0,3,4350000.0
Chandapura,2 BHK,2.0,2.0,25.88,2,1294000.0
RK Colony,9 Bedroom,2.0,9.0,230.0,9,11500000.0
Electronic City,3 Bedroom,2.0,3.0,90.0,3,4500000.0
Whitefield,5 Bedroom,2.0,6.0,155.0,5,7750000.0
Bagalakunte,2 Bedroom,2.0,2.0,40.0,2,2000000.0
Ramagondanahalli,2 BHK,2.0,2.0,46.0,2,2300000.0
Yeshwanthpur,3 BHK,2.0,3.0,92.13,3,4606500.0
Sarjapur  Road,2 BHK,2.0,2.0,67.38,2,3369000.0
Electronic City Phase II,2 BHK,2.0,2.0,31.48,2,1574000.0
2nd Stage Nagarbhavi,5 Bedroom,2.0,4.0,240.0,5,12000000.0
Kanakapura,3 BHK,2.0,2.0,51.1,3,2555000.0
Rajaji Nagar,5 BHK,2.0,7.0,1500.0,5,75000000.0
Sarjapur  Road,3 BHK,2.0,3.0,145.0,3,7250000.0
Garudachar Palya,2 BHK,2.0,2.0,52.0,2,2600000.0
2 Bedroom Furnished Farm House in Kolar Road,2 Bedroom,2.0,2.0,200.0,2,10000000.0
Sarjapur,3 Bedroom,2.0,3.0,295.0,3,14750000.0
Kanakpura Road,3 BHK,2.0,2.0,42.0,3,2100000.0
Rajapura,2 BHK,2.0,2.0,40.0,2,2000000.0
Dairy Circle,3 BHK,2.0,4.0,340.0,3,17000000.0
Austin Town,2 BHK,2.0,2.0,65.0,2,3250000.0
Bommasandra Industrial Area,3 BHK,2.0,3.0,40.5,3,2025000.0
Ramamurthy Nagar,2 BHK,2.0,2.0,51.66,2,2583000.0
Hoodi,3 BHK,2.0,3.0,131.0,3,6550000.0
Nagavarapalya,2 BHK,2.0,2.0,55.0,2,2750000.0
Hebbal,2 BHK,2.0,2.0,60.0,2,3000000.0
Magadi Road,4 Bedroom,2.0,4.0,60.0,4,3000000.0
Anekal,2 Bedroom,2.0,2.0,36.1,2,1805000.0
Nagarbhavi,4 Bedroom,2.0,4.0,240.0,4,12000000.0
kg halli jalhalli west,3 Bedroom,2.0,3.0,80.0,3,4000000.0
Vasatha Vallbha Nagar,2 BHK,2.0,2.0,37.8,2,1889999.9999999998
CV Raman Nagar,1 BHK,2.0,2.0,50.0,1,2500000.0
BAGUR ROAD,3 BHK,2.0,2.0,35.0,3,1750000.0
Anandapura,2 BHK,2.0,2.0,50.0,2,2500000.0
Talaghattapura,3 BHK,2.0,3.0,127.0,3,6350000.0
Sidedahalli,2 BHK,2.0,2.0,20.0,2,1000000.0
Shanti Nagar,2 BHK,2.0,1.0,25.0,2,1250000.0
Malleshwaram,4 BHK,2.0,4.0,252.0,4,12600000.0
Battarahalli,2 BHK,2.0,2.0,38.37,2,1918499.9999999998
R.T. Nagar,2 Bedroom,2.0,2.0,230.0,2,11500000.0
Electronic City,3 BHK,2.0,3.0,55.0,3,2750000.0
Thigalarapalya,3 BHK,2.0,4.0,157.0,3,7850000.0
Kadubeesanahalli,4 Bedroom,2.0,4.0,375.0,4,18750000.0
Sarjapur  Road,2 BHK,2.0,2.0,42.15,2,2107500.0
Hormavu,2 BHK,2.0,2.0,47.36,2,2368000.0
Whitefield,3 BHK,2.0,3.0,85.0,3,4250000.0
Dommasandra,2 BHK,2.0,2.0,32.9,2,1645000.0
Vittasandra,3 BHK,2.0,3.0,85.5,3,4275000.0
Lavakusha Nagar,3 BHK,2.0,3.0,72.0,3,3600000.0
Marathahalli,4 BHK,2.0,5.0,180.0,4,9000000.0
Kanakpura Road,3 BHK,2.0,3.0,69.0,3,3450000.0
1st Block HRBR Layout,3 Bedroom,2.0,3.0,125.0,3,6250000.0
7th Phase JP Nagar,3 BHK,2.0,3.0,150.0,3,7500000.0
Yelahanka New Town,1 BHK,2.0,1.0,8.0,1,400000.0
Ananth Nagar,1 BHK,2.0,1.0,14.0,1,700000.0
Nallurhalli,2 BHK,2.0,2.0,68.0,2,3400000.0
Kudlu Gate,2 BHK,2.0,2.0,44.96,2,2248000.0
Yelahanka New Town,2 Bedroom,2.0,2.0,180.0,2,9000000.0
Electronics City Phase 1,2 BHK,2.0,2.0,51.0,2,2550000.0
Hegde Nagar,3 BHK,2.0,2.0,92.0,3,4600000.0
Munnekollal,3 BHK,2.0,3.0,65.0,3,3250000.0
1st Phase JP Nagar,3 BHK,2.0,3.0,175.0,3,8750000.0
Sarjapur  Road,4 Bedroom,2.0,3.0,211.0,4,10550000.0
Balepet,6 BHK,2.0,5.0,89.0,6,4450000.0
Dasanapura,2 BHK,2.0,2.0,31.15,2,1557500.0
Basavangudi,2 BHK,2.0,2.0,120.0,2,6000000.0
Hosakerehalli,2 BHK,2.0,2.0,46.25,2,2312500.0
Bannerghatta Road,3 Bedroom,2.0,3.0,148.0,3,7400000.0
Kanakpura Road,1 BHK,458.0,1.0,33.66,1,7349.344978165938
Annasandrapalya,4 Bedroom,2.0,4.0,150.0,4,7500000.0
Bileshivale,4 Bedroom,2.0,4.0,250.0,4,12500000.0
9th Block Jayanagar,4 Bedroom,2.0,5.0,200.0,4,10000000.0
Amruthahalli,3 BHK,2.0,2.0,90.0,3,4500000.0
Kasavanhalli,2 BHK,2.0,2.0,65.0,2,3250000.0
Kadubeesanahalli,2 BHK,2.0,2.0,55.0,2,2750000.0
